"Freq [GHz]","re(St(FloquetPort1:1,FloquetPort1:1)) []","im(St(FloquetPort1:1,FloquetPort1:1)) []","re(St(FloquetPort2:1,FloquetPort1:1)) []","im(St(FloquetPort2:1,FloquetPort1:1)) []"
5.5125,0.398959875536076,0.0196353553324684,0.239114629672242,0.862541807671512
5.52,0.400149198256881,0.0160169664479782,0.245614688940683,0.860243256440307
5.5275,0.40130230701144,0.0123843555034158,0.252090553590254,0.857896686508627
5.535,0.402419097219438,0.00873789630119863,0.258541896267626,0.855502360886688
5.5425,0.40349946799237,0.00507796275927948,0.264968392378572,0.853060544310389
5.55,0.404543322120612,0.00140492887990195,0.271369720088742,0.850571503215854
5.5575,0.405550566060325,-0.00228083128135639,0.277745560324276,0.848035505714115
5.565,0.406521109920204,-0.00597894364624905,0.284095596772257,0.845452821565961
5.5725,0.407454867448078,-0.00968903414424163,0.290419515881005,0.842823722156925
5.58,0.408351756017359,-0.0134107287425996,0.296717006860212,0.840148480472433
5.5875,0.409211696613344,-0.0171436534761967,0.302987761680928,0.837427371073096
5.595,0.410034613819375,-0.0208874344770359,0.309231475075397,0.834660670070157
5.6025,0.410820435802869,-0.0246416980034882,0.315447844536739,0.831848655101086
5.61,0.411569094301205,-0.0284060704692485,0.321636570318486,0.828991605305323
5.6175,0.412280524607485,-0.0321801784720137,0.327797355433981,0.826089801300173
5.625,0.412954665556166,-0.0359636488218791,0.333929905655623,0.82314352515685
5.6325,0.413591459508575,-0.0397561085694573,0.340033929513985,0.820153060376665
5.64,0.414190852338294,-0.0435571850337247,0.346109138296783,0.817118691867367
5.6475,0.414752793416441,-0.0473665058295868,0.352155246047712,0.814040705919627
5.655,0.415277235596824,-0.0511836988951788,0.358171969565163,0.81091939018367
5.6625,0.415764135201001,-0.0550083925188847,0.364159028400778,0.807755033646057
5.67,0.416213452003219,-0.0588402153660938,0.370116144857909,0.804547926606609
5.6775,0.416625149215263,-0.0626787965056846,0.376043043989923,0.801298360655475
5.685,0.416999193471195,-0.0665237654362436,0.381939453598402,0.79800662865035
5.6925,0.417335554812003,-0.0703747521120164,0.387805104231203,0.794673024693832
5.7,0.417634206670156,-0.0742313869685977,0.39363972918041,0.791297844110928
5.7075,0.417895125854065,-0.0780933009483545,0.399443064480151,0.7878813834267
5.715,0.41811829253246,-0.0819601255255929,0.405214848904317,0.784423940344056
5.7225,0.418303690218684,-0.0858314927314642,0.410954823964148,0.780925813721677
5.73,0.418451305754901,-0.089707035178612,0.416662733905713,0.777387303552098
5.7375,0.41856112929623,-0.0935863860855663,0.422338325707274,0.773808710939918
5.745,0.418633154294803,-0.0974691793008822,0.427981349076547,0.770190338080157
5.7525,0.418667377483751,-0.101355049327024,0.433591556447844,0.766532488236753
5.76,0.418663798861117,-0.105243631344005,0.439168702979116,0.762835465721195
5.7675,0.418622421673705,-0.10913456123277,0.444712546548887,0.7590995758713
5.775,0.418543252400863,-0.113027475598337,0.450222847753085,0.755325125030124
5.7825,0.418426300738211,-0.116922011792692,0.455699369901772,0.751512420525016
5.79,0.418271579581297,-0.12081780793744,0.461141879015775,0.747661770646798
5.7975,0.418079105009211,-0.124714502946215,0.466550143823216,0.7437734846291
5.805,0.417848896268137,-0.128611736546845,0.471923935755942,0.739847872627817
5.8125,0.417580975754854,-0.132509149303289,0.47726302894587,0.735885245700701
5.82,0.417275369000192,-0.13640638263733,0.482567200221229,0.731885915787098
5.8275,0.41693210465244,-0.140303078850036,0.487836229102712,0.727850195687813
5.835,0.416551214460709,-0.144198881142987,0.49306989779954,0.723778399045108
5.8425,0.416132733258257,-0.148093433639276,0.498267991205432,0.719670840322836
5.85,0.41567669894577,-0.151986381404275,0.503430296894492,0.715527834786708
5.8575,0.41518315247461,-0.15587737046618,0.508556605117008,0.711349698484688
5.865,0.414652137830026,-0.15976604783633,0.513646708795166,0.707136748227522
5.8725,0.414083702014337,-0.1636520615293,0.518700403518681,0.702889301569402
5.88,0.413477895030078,-0.167535060582773,0.523717487540345,0.698607676788749
5.8875,0.412834769863124,-0.171414695077201,0.528697761771496,0.694292192869142
5.895,0.412154382465783,-0.175290616155239,0.533641029777409,0.689943169480359
5.9025,0.411436791739872,-0.17916247604097,0.538547097772603,0.685560926959557
5.91,0.410682059519761,-0.183029928058916,0.543415774616082,0.681145786292579
5.9175,0.409890250555409,-0.186892626652836,0.548246871806493,0.676698069095383
5.925,0.409061432495369,-0.190750227404319,0.55304020347721,0.6722180975956
5.9325,0.40819567586979,-0.194602387051164,0.557795586391352,0.667706194614226
5.94,0.407293054073396,-0.198448763505562,0.562512839936722,0.663162683547425
5.9475,0.406353643348452,-0.20228901587207,0.567191786120683,0.658587888348465
5.955,0.405377522767729,-0.206122804465386,0.571832249564958,0.653982133509784
5.9625,0.404364774217444,-0.20994979082793,0.576434057500376,0.649345744045158
5.97,0.403315482380214,-0.213769637747214,0.580997039761531,0.644679045472027
5.9775,0.402229734717981,-0.217582009273038,0.585521028781395,0.639982363793904
5.985,0.401107621454953,-0.221386570734472,0.590005859585859,0.635256025482937
5.9925,0.399949235560531,-0.225182988756667,0.594451369788212,0.630500357462575
6,0.39875467273224,-0.228970931277462,0.598857399583557,0.62571568709036
