"Freq [GHz]","dB(St(FloquetPort1:1,FloquetPort1:1)) []","ang_deg(St(FloquetPort1:1,FloquetPort1:1)) [deg]","dB(St(FloquetPort2:1,FloquetPort1:1)) []","ang_deg(St(FloquetPort2:1,FloquetPort1:1)) [deg]"
5.64,-7.608224645308,-6.0032798721526,-1.03763504930326,67.0438124091417
5.6475,-7.58793653541997,-6.51519079875071,-1.04204326466005,66.6066177148484
5.655,-7.56775980483757,-7.02637609571569,-1.04645190860894,66.1696101540779
5.6625,-7.54769371260616,-7.53684291116509,-1.05086090433477,65.7327889508064
5.67,-7.52773752334263,-8.04659830443761,-1.05527017574376,65.2961533306651
5.6775,-7.50789050722554,-8.55564924758427,-1.05967964745874,64.8597025209422
5.685,-7.48815193998429,-9.0640026268308,-1.06408924481447,64.4234357505836
5.6925,-7.46852110288715,-9.57166524401139,-1.06849889385303,63.9873522501939
5.7,-7.44899728272828,-10.078643817975,-1.07290852131923,63.5514512520373
5.7075,-7.42957977181382,-10.5849449859638,-1.07731805465603,63.1157319900384
5.715,-7.41026786794703,-11.0905753049656,-1.08172742200011,62.6801936997824
5.7225,-7.3910608744126,-11.5955412530397,-1.08613655217738,62.2448356185156
5.73,-7.37195809996016,-12.0998492306173,-1.09054537469862,61.8096569851452
5.7375,-7.352958858787,-12.6035055617768,-1.09495381975511,61.3746570402401
5.745,-7.33406247052006,-13.1065164954948,-1.09936181821436,60.9398350260299
5.7525,-7.31526826019727,-13.6088882068724,-1.10376930161582,60.5051901864051
5.76,-7.29657555824825,-14.1106267983385,-1.10817620216671,60.0707217669168
5.7675,-7.27798370047438,-14.6117383008302,-1.11258245273787,59.6364290147758
5.775,-7.25949202802831,-15.1122286749497,-1.11698798685963,59.2023111788521
5.7825,-7.24109988739298,-15.6121038121,-1.12139273871774,58.7683675096743
5.79,-7.22280663036009,-16.1113695355986,-1.12579664314941,58.3345972594281
5.7975,-7.20461161400812,-16.6100316017697,-1.1301996356393,57.9009996819563
5.805,-7.18651420067999,-17.1080957010155,-1.13460165231559,57.4675740327564
5.8125,-7.16851375796021,-17.605567458868,-1.13900262994616,57.0343195689803
5.82,-7.15060965865172,-18.1024524370196,-1.14340250593473,56.6012355494326
5.8275,-7.13280128075237,-18.5987561343352,-1.14780121831708,56.1683212345689
5.835,-7.11508800743108,-19.0944839878441,-1.15219870575734,55.7355758864946
5.8425,-7.09746922700373,-19.589641373714,-1.15659490754425,55.3029987689631
5.85,-7.07994433290874,-20.084233608206,-1.16098976358762,54.8705891473739
5.8575,-7.0625127236824,-20.5782659486117,-1.16538321441463,54.438346288771
5.865,-7.04517380293406,-21.0717435941729,-1.16977520116634,54.0062694618408
5.8725,-7.02792697932097,-21.5646716869836,-1.17416566559419,53.57435793691
5.88,-7.01077166652312,-22.0570553128749,-1.17855455005652,53.1426109859436
5.8875,-6.99370728321771,-22.5488995022837,-1.18294179751515,52.7110278825427
5.895,-6.97673325305368,-23.0402092311049,-1.18732735153207,52.2796079019425
5.9025,-6.95984900462594,-23.5309894215274,-1.19171115626606,51.8483503210094
5.91,-6.9430539714496,-24.0212449428545,-1.19609315646942,51.4172544182393
5.9175,-6.92634759193406,-24.5109806123092,-1.20047329748479,50.9863194737542
5.925,-6.90972930935705,-25.0002011958242,-1.2048515252419,50.5555447693009
5.9325,-6.89319857183855,-25.4889114088169,-1.20922778625446,50.1249295882475
5.94,-6.87675483231471,-25.9771159169502,-1.21360202761706,49.694473215581
5.9475,-6.86039754851173,-26.4648193368795,-1.21797419700212,49.2641749379047
5.955,-6.8441261829197,-26.9520262369847,-1.22234424265685,48.8340340434358
5.9625,-6.82794020276644,-27.4387411380897,-1.22671211340032,48.4040498220016
5.97,-6.81183907999129,-27.9249685141675,-1.23107775862052,47.9742215650379
5.9775,-6.79582229121904,-28.4107127930329,-1.23544112827147,47.5445485655855
5.985,-6.7798893177337,-28.8959783570222,-1.23980217287043,47.1150301182872
5.9925,-6.76403964545246,-29.38076954366,-1.24416084349503,46.6856655193851
6,-6.74827276489963,-29.8650906463133,-1.24851709178057,46.2564540667179
